IDs heights BMIs ages sex sleep
36 36 144.075166768765 24.1701243961788 38 0 5.47958665623589
37 37 158.20617118712 28.179092172678 25 0 2.95824655760148
38 38 179.576962726321 26.5013241730395 41 1 5.99047417693087
39 39 168.356869174609 28.3394685224458 35 0 9.33274180959859
40 40 177.418254487359 27.7494885825335 24 1 7.76340585094917
41 41 153.011480056097 26.1737478867289 32 1 9.81420853310266
42 42 157.183069582632 28.6245688185512 43 0 7.45607116532644
43 43 166.76109693685 24.3261140046646 33 1 8.57223057173281
44 44 167.312207279512 32.8831858241631 14 1 4.49642729017346
45 45 162.969033018369 26.1446787373251 27 1 8.00615463917835
46 46 168.324595048483 25.4429735915434 25 1 9.10892405659214
47 47 173.48920555919 28.1920508976484 43 0 4.37429890818591
48 48 166.920704470085 29.200424785226 37 1 10.0625533719895
49 49 171.282031534849 26.3725148812076 24 1 7.65890337542422
50 50 158.654842980058 29.0020904034989 13 0 5.79078970182796
51 51 160.182961036984 24.2710515945569 39 1 5.85407813239444
52 52 154.507375670678 28.1992619308042 34 0 6.46736462738619
53 53 166.735948993989 27.6482606081592 14 0 6.33856083302828
54 54 154.600242718503 27.1978842319691 35 0 10.2065174936877
55 55 143.386146451252 28.5203723289907 42 0 6.20038541659373
56 56 152.735220528315 28.2853033902197 21 1 11.7927955313346
57 57 146.795436362066 24.4464135304078 14 1 7.34051019584627
58 58 159.742500992531 29.1449395333926 19 0 6.91657310029094
59 59 166.586738042302 25.6174573979972 18 1 6.65070345153396
60 60 169.38721530406 28.4927498997462 11 1 4.38812550367315
61 61 155.845849567121 27.1516171881505 17 1 7.92025927185277
62 62 169.922341530671 26.1376717895003 17 0 7.51298517156106
63 63 160.58437979173 25.5649198456222 30 0 5.27449669865521
64 64 184.38760432207 27.2893160189816 36 1 7.22138384076315
65 65 155.418100339826 26.7137595584299 24 1 10.0243099884325
66 66 161.930606167523 25.0021552121174 33 0 6.92365765014674
67 67 167.550579913611 26.5408172635085 24 1 11.3608313820475
68 68 170.802817799437 28.949971964223 23 1 7.03639000514709
69 69 155.479742581655 26.3390213380067 28 1 9.83321817350674
70 70 175.630962896818 26.3906154289936 21 0 7.33852209538734
71 71 164.552799748036 26.888121846014 22 1 9.02402618725922
72 72 187.606280746655 24.3458838893349 10 1 2.5432750553391
73 73 165.195894478398 25.1510145773336 33 0 8.06063796503325
74 74 182.102953532242 23.8829123195258 19 1 6.54573342230641
75 75 175.009104508174 26.9821781636025 22 0 6.9319680499433
76 76 171.319246819269 27.97419533762 25 0 7.68953618322705
77 77 152.649712570206 25.796194631264 10 0 5.66348817473667
78 78 168.593427619414 24.1095772034069 16 0 6.34275583624682
79 79 173.656862549099 24.5802292174037 35 0 10.6076681977182
80 80 166.145282586408 30.4678829161847 17 1 4.85220488911523
81 81 165.734718078436 26.9664792190353 30 1 5.42422251685731
82 82 169.239347693154 28.239866172825 38 0 4.46956648706613
83 83 165.211297378875 27.5730975228062 44 0 5.22547856910265
84 84 169.581336245052 25.3265376390998 17 0 9.29599296049044
85 85 157.215839592602 26.5866503914306 35 0 8.46154548308243
86 86 184.100706256973 25.4054689596166 42 1 3.12022388687034
87 87 165.001411231528 25.9538691927686 43 0 6.61027143848001
88 88 158.203764385528 28.6539447835367 45 0 4.95510562883781
89 89 153.7627411064 28.4342790751233 20 0 7.45848574878517
90 90 176.790391440036 25.4145575125421 28 0 10.7834551808475
91 91 184.525096593563 26.9284294430015 41 0 10.4682682015445
92 92 161.36526175556 27.0420227674256 27 0 6.28302802592545
93 93 163.437897783898 24.5056924496114 25 0 5.69260000553044
94 94 169.45052469008 28.3368209711773 21 1 9.28248446747538
95 95 169.447895179557 26.7319913617926 21 0 7.69112789499352
96 96 152.856943134353 26.0000269083232 25 1 8.64605986314595
97 97 167.888005688889 28.4385751717378 23 0 4.26593431245608
98 98 188.248917055535 25.5997136912811 15 1 6.86138083075969
99 99 158.487964397523 24.0029277283875 17 0 6.29967135580822
100 100 167.649727282114 26.683341544254 25 0 4.84548491450901
101 101 175.144426447709 24.7234203036963 18 0 6.40682942564056
102 102 166.332650239728 28.8416746103277 41 0 10.2040653255583
103 103 165.727090478471 29.6869532991384 26 0 6.99620769151619
104 104 165.20752429835 27.9463055277177 30 0 10.4829226058636
105 105 171.890014749367 26.5592370558263 23 1 5.23732749648831
106 106 178.15436603081 25.3454473239648 21 0 8.74338052856961
107 107 165.557268403063 29.0533486238089 23 0 4.19553779769475
108 108 169.772013720925 24.083867183807 32 1 5.65253336109475
109 109 161.382398957361 29.3811344366552 28 0 5.70119019255998
110 110 174.107862599515 28.5261759833588 30 0 6.68107196376036
111 111 184.917211669579 25.7594581774938 18 0 3.85025850923382
112 112 180.874530852611 24.8549517832584 33 1 9.6533405937247
113 113 180.69604563513 23.3027446477848 27 1 9.0036954818796
114 114 153.916804201927 28.7468896764214 30 0 7.9532456747635
115 115 157.29449826495 27.6126038068818 27 0 3.97237289461669
116 116 176.106088036205 27.9704010937698 15 0 2.93744869241128
117 117 161.427538724978 25.9422774944329 20 0 7.08026738784163
118 118 152.22389805775 29.497652054504 35 0 10.7811053140521
119 119 165.585458747856 25.3165950537317 26 1 5.80043855737777
120 120 178.830142192618 29.630169098293 29 1 10.9771917309257
121 121 169.964126839066 26.8339907208221 14 1 5.51490886040665
122 122 168.346192698769 23.9088895999874 17 0 4.09302431174884
123 123 178.129675047127 24.8480123419467 32 1 7.19406510387177
124 124 168.974182594606 27.1234556634355 18 0 5.29785013549473
125 125 177.536967367529 29.5022443620589 13 1 7.54978120406312
126 126 173.345660163464 29.8325821773244 17 1 4.64784035101061
127 127 160.844185195549 24.8214873324433 23 0 5.3058910752893
128 128 178.678351008724 25.9822443490888 31 0 6.54864600547973
129 129 154.944297957403 29.2540842258577 8 0 2.69679870519014
130 130 164.301311956744 24.2447728100306 11 1 8.79077826515375
131 131 152.421561565297 27.182199534234 17 1 4.12350576116432
132 132 169.039077483159 30.8414139067047 24 0 7.07597835075726
133 133 180.326681672459 27.5698550140353 48 0 3.74143131528215
134 134 163.668683393876 28.0771375371457 33 1 7.81945781330237
135 135 150.758066306293 28.6037281324083 33 1 4.35509683853396
136 136 162.36939045917 26.2912988912872 24 1 6.88922241446103
137 137 175.517324371531 26.8755216324286 25 0 5.90027145112134
138 138 174.099240831651 24.6865613734056 25 1 8.7944023816987
139 139 159.839302028665 31.7973756333854 22 0 4.79136667731313
140 140 177.098077639609 31.3538998159432 26 0 6.42275729729706
141 141 170.417951568822 28.2823463045254 40 1 5.18142863872113
142 142 154.288714692789 30.9880983849987 19 0 7.62364432023345
143 143 177.209018191725 24.9777482155313 33 1 5.90264136726598
144 144 185.744574132176 25.2778866539528 24 1 4.32164675617999
145 145 157.41428285076 22.3418312831174 16 0 5.68591711485653
146 146 198.97244628207 27.5770850954872 12 0 8.69914410226092
147 147 180.114405297662 25.2927119035946 29 0 6.36263998573715
148 148 147.045247783797 27.2704012677927 16 0 8.6352910825179
149 149 166.633960919918 27.9766260203336 23 1 7.51268639268038
150 150 162.292787093352 25.6807605362135 16 0 6.94449851061015
151 151 175.245129358505 27.8379620890371 17 0 6.51430803153482
152 152 181.819890633926 31.4791246015324 5 0 3.4289171703313
153 153 174.13036973399 23.7275259055507 42 1 4.80913005546189
154 154 162.291176800493 26.5995536337184 25 0 7.05564307352076
155 155 166.180565271413 28.2328803337698 35 1 6.8348310011832
156 156 169.115909159151 24.7538121465514 28 0 8.049731463997
157 157 164.961609956955 24.923632260863 24 0 9.17372630472921
158 158 167.925193493037 27.5671556354306 39 1 6.91686318590145
159 159 169.645495977 31.0978613227019 23 0 8.32090480751922
160 160 162.810989213212 27.1248995709543 21 0 5.42678954830688
161 161 179.188269718777 28.71079009817 34 0 4.14644132387685
162 162 176.211043388407 27.3905111371309 38 1 8.81236094676533
163 163 168.594911471641 29.9020751863433 20 0 8.80941175204864
164 164 168.613972229448 27.290628694335 10 0 7.09773784317226
165 165 169.32166647945 23.0270200786178 25 0 8.73862829955147
166 166 162.779820224316 24.6955938369878 27 1 11.6515354210172
167 167 164.65233250308 23.8776533902362 13 0 10.8808177358438
168 168 171.230107826984 27.8078772112108 28 1 6.36341172245365
169 169 164.837523880527 26.1414662868513 24 1 5.83342653741164
170 170 174.731599371842 27.8527619132537 26 1 5.29620756234613
171 171 170.964482629544 26.0522457298266 45 0 2.0294931528501
172 172 178.852199490299 29.1098851342781 41 0 7.16955377835243
173 173 167.200608462761 29.6444395881401 20 0 9.57193829153648
174 174 163.338748657645 29.58942838424 30 0 7.03085567688121
175 175 168.518622475259 26.8807372162678 8 1 8.85563682384102
176 176 161.729883583498 27.7284668297252 27 0 11.1496282908409
177 177 176.740543993394 27.7681807797388 36 1 7.46419732455651
178 178 163.082779465827 25.1357945579794 9 1 4.25148367059721
179 179 152.344495713319 25.1019655007895 35 1 7.64173208392712
180 180 174.918498488522 25.2092936019055 34 0 5.26070708322775
181 181 157.641024115981 24.3749864787512 15 1 6.22048994002
182 182 186.513520382945 25.012404841659 30 1 7.34244343481889
183 183 167.358814457297 25.7098862170713 33 1 5.36333071448562
184 184 144.953941597476 28.3041531989068 30 1 4.88491304158794
185 185 162.112607579362 25.2217910602823 15 0 8.90393094655497
186 186 171.101830965272 28.5538836609995 33 1 8.27180459003821
187 187 168.167969914038 26.856027891297 33 0 8.15976881845149
188 188 167.891151446389 26.9464667916513 13 1 4.94874489217724
189 189 159.842530230501 24.7978887157794 42 1 4.78166411605437
190 190 152.781199014238 26.9026180138174 25 1 7.17392325753491
191 191 174.711640833757 28.4577764459795 38 0 8.16620692186091
192 192 165.427507044169 28.0746044771745 20 0 5.3977430738041
193 193 149.541371783804 30.331446069316 35 0 5.77384252861755
194 194 163.799086933806 27.1616044409949 26 0 6.15871730064038
195 195 161.082005938083 27.8419412242993 22 0 4.72091384151831
196 196 169.796643187307 26.8947079287076 39 1 8.6993133918903
197 197 162.993388983147 28.7862907019881 15 1 8.36978137178853
198 198 164.306766952838 28.8973215027935 55 1 8.00457500021474
199 199 176.188612534819 27.0466481292265 32 1 7.0787127438759
200 200 174.953035240626 25.5162847830341 24 0 8.99415189221645
201 201 175.814145447592 26.5733219503641 31 0 4.20064730132017
202 202 172.799447348332 23.2260360325069 16 0 4.03757193095938
203 203 169.83912190758 28.5437487884283 34 0 4.8698484536297
204 204 154.3781868371 26.5075995805098 20 1 6.64705722425566
205 205 169.695718915014 21.1750834184535 21 1 5.98036988763748
206 206 178.580639266818 25.5872247961946 34 1 6.20426364061353
207 207 149.817874956497 28.3528434976733 26 0 5.75876395538937
208 208 175.648291145504 25.1531180614421 14 0 4.74204158644157
209 209 159.304070708253 28.7656318443463 28 0 6.04409695990537
210 210 155.928976315741 28.23096579952 14 0 8.4282696057462
211 211 148.37099393996 23.846262381534 6 0 6.09623120985627
212 212 174.907163220543 24.5608188957316 46 0 8.53854643511197
213 213 170.608525059837 26.0859477264085 31 1 3.40959905976277
214 214 165.329338753906 25.881065160682 32 0 8.17674532244815
215 215 167.356545139833 27.9157790249196 14 0 3.00903999950667
216 216 166.640595370048 29.0460117421475 25 1 6.49617975822262
217 217 164.461761834922 24.0254432776165 18 1 5.19603441062726
218 218 164.022069319054 25.4551015135874 31 1 9.21672131099848
219 219 176.557835206392 25.5017919883652 31 1 2.23430400523053
220 220 173.520426219998 27.7009984208612 20 0 8.5734701091576
221 221 167.470673366673 27.7045880032222 28 0 9.29003316329937
222 222 157.618284824245 27.8421858050069 34 0 6.0851060434291
223 223 174.731057352338 27.0669383656762 30 0 5.63898912672484
224 224 171.47088941248 25.7927981207623 32 0 8.12541016696043
225 225 174.403878162106 30.5009445775326 27 0 7.83851880317069
226 226 144.494348562279 24.0520036097986 36 1 5.39674611731468
227 227 172.295192713425 30.3450285997667 17 0 5.49834125287868
228 228 181.52414499304 26.6885026207943 16 1 8.55092960311866
229 229 160.742355763289 26.9831767261196 26 0 9.71545373337636
230 230 156.101640952529 29.294900669929 11 1 10.1537946424148
231 231 179.395118992673 27.0987500868486 22 1 7.25696830000114
232 232 159.840017865657 29.6106964201529 13 0 11.1040431303585
233 233 173.251112931597 27.2871915816937 8 0 5.62341972770185
234 234 174.157376684382 28.1341395424539 8 0 4.958535491915
235 235 151.568805182531 28.5996352342205 21 1 7.92790596523213
236 236 188.449195777246 29.4653739882942 16 1 6.98979538841094
237 237 160.087124729816 23.6091282976446 15 1 8.48650856177012
238 238 177.668279846154 29.9920758667312 28 0 7.37983453549353
239 239 173.919253670069 25.9437853082774 22 0 4.14986958216739
240 240 164.109370902234 28.7674099591436 20 0 5.6811890921167
241 241 153.511452350546 25.8407156757384 17 0 7.25319074033324
242 242 163.570797075524 24.6643114582709 21 1 5.73478906011131
243 243 160.450347101172 26.7358516052051 26 1 10.3661185396503
244 244 178.862338344268 29.2676293428615 28 1 10.6944675325139
245 245 173.305938929201 24.2666175724057 16 0 6.528606842128
246 246 158.154504089439 22.925745884795 26 1 8.43594550144049
247 247 176.89930564264 26.56799431641 14 0 7.3055443964649
248 248 157.412795212249 24.7381004846102 19 0 5.33673666642652
249 249 163.753944727084 26.3930811070672 26 0 7.85344199527539
250 250 151.244471876712 26.1216740315435 18 0 4.31953552993978
251 251 155.98554590579 25.2408364491583 36 0 9.46424509377959
252 252 176.906171975616 31.6361708738684 41 0 5.7658415212223
253 253 159.119438727673 29.8576949052877 24 0 7.76572470003455
254 254 162.92279825875 27.1931557092241 33 0 7.26546804571311
255 255 151.019374245516 27.8235180960483 30 1 7.59295662488956
256 256 149.282462434309 28.7865073404432 17 1 10.0377873283757
257 257 159.634152095188 28.1515182524453 24 0 6.39814110594424
258 258 160.354977509887 28.869215706134 11 1 5.43737673287692
259 259 176.812475541413 27.9613131701857 27 0 3.33923948361707
260 260 173.122027337535 28.8627391238494 28 0 6.73845105099636
261 261 173.660661432832 26.9655474060253 16 1 8.65855681504677
262 262 170.242153172814 29.2817744943849 18 0 7.8743003532143
263 263 166.367560270319 24.4617340774304 34 0 9.04872847230462
264 264 168.160260428151 27.7672580798323 21 0 7.3490778070583
265 265 158.343685648783 27.8380195507466 15 0 8.6464708677501
266 266 166.900531187644 28.3975685010119 25 1 8.7390831594717
267 267 179.27888890985 31.1630381534409 9 1 6.92921301448383
268 268 160.643567783506 27.9331617420571 35 0 5.22100793373648
269 269 163.535218392935 23.7711922352167 33 0 6.81579330202942
270 270 176.380129146137 27.257614182162 22 0 5.76016556410933
271 271 169.221840831433 28.5449343077222 6 0 5.23135438711133
272 272 167.840086770803 25.5390619196811 10 0 6.96609131943363
273 273 160.721139163386 27.0022833419525 14 1 5.35734999110329
274 274 173.470468607223 25.7114919268834 34 1 3.75005492354019
275 275 155.206676130355 29.792032683007 37 0 4.91459187364369
276 276 178.089168017567 28.3499970717512 13 1 6.71482347961662
277 277 165.619440314869 23.286689839077 30 1 11.4085640570347
278 278 164.403452844343 28.9322948023546 35 0 5.18623584231236
279 279 156.267020928946 24.0899648060853 17 0 6.60425607192055
280 280 189.463146677781 29.3373351557572 32 0 8.7293229895023
281 281 166.985048602397 32.2782727477813 16 0 7.87074978053078
282 282 171.386542102904 26.8272481998391 25 0 6.88660515060817
283 283 175.312700540558 25.9508109370585 53 1 8.34458030103711
284 284 175.669833429908 28.1183316046111 38 1 5.43871651419322
285 285 168.075454823567 27.3349213308199 18 0 6.91690392881164
286 286 163.772438337845 31.3128077190616 35 0 6.69025260464881
287 287 168.20851726572 29.1152164241437 28 1 8.28714187566884
288 288 182.211590352424 24.4938076575048 11 1 6.75826460880517
289 289 163.789396049083 24.9408129544797 24 1 4.22068464544278
290 290 150.286123801111 29.4208964100225 23 0 7.13361892941153
291 291 169.55517989115 28.0182452070699 21 0 6.11531734523178
292 292 163.220255762835 29.9428960301688 40 1 4.32992321192862
293 293 179.768955623148 27.7490685339599 30 1 7.67419563266361
294 294 178.986465879126 28.4669872159979 9 0 6.20606478831048
295 295 164.980052348539 29.070154478574 0 1 5.79323776507982
296 296 153.359595959783 25.8093214307701 21 0 5.40285037163697
297 297 173.798851205868 25.6945414749345 22 0 7.77604738924109
298 298 147.978934237818 24.2324455318119 8 1 8.7815324461359
299 299 156.651772091539 24.9973610905106 33 0 5.747680389403
300 300 168.238903654442 26.3844629521296 24 0 6.66551205942363
301 301 169.715476178507 24.3198676749221 28 0 3.3457937397366
302 302 176.844308571838 28.9979374130194 17 0 9.3348978211844
303 303 163.275377991987 26.8398262748903 26 0 12.7134519563398
304 304 172.8089099364 29.242384694034 20 0 6.05727276797573
305 305 170.582143689436 29.1570556215193 38 1 7.8456855827438
306 306 149.483267295375 27.0179068265496 23 1 6.77256815484075
307 307 160.925203445721 27.3986340595311 36 1 5.11646227524063
308 308 176.881452940063 26.4316177055749 39 1 7.18848059976794
309 309 147.763322984868 27.0385732579033 21 1 3.25911992965787
310 310 168.309953423022 27.1838718894749 23 1 4.18496767533124
311 311 158.430329578001 28.0845662123112 19 1 5.63024624697348
312 312 178.850830573969 27.8971395870459 29 0 7.65936494646465
313 313 185.179921206763 26.4137184724079 29 0 9.56241900700076
314 314 157.573446404517 27.1012537695211 31 0 5.23571368367836
315 315 172.093725112896 24.9341549786612 35 0 1.56438488009604
316 316 167.119242908564 23.600259874761 25 1 8.02744255320991
317 317 159.423544728132 26.7924967009208 33 0 5.9202797321374
318 318 190.558820742946 29.5080619680704 19 1 8.56727486850849
319 319 158.486824721434 23.4362713373341 16 1 8.80853001028666
320 320 158.337558974367 28.8303816805578 34 1 4.49074615001285
321 321 164.692876778932 25.2350449378041 25 0 5.47433246146235
322 322 159.583843621434 27.0745217146745 6 0 8.31014546529827
323 323 152.810357629142 29.0038085213582 39 1 6.41248175464231
324 324 162.080350233933 24.888457949604 38 0 6.88200637791419
325 325 178.584099091406 26.2103369633675 30 0 5.43999609766845
326 326 165.888213307842 25.3888998768989 21 1 9.89895803931603
327 327 148.488872534988 25.9072942714698 27 0 6.3999371496654
328 328 146.275274400079 27.4203407732303 19 0 6.79832727621012
329 329 172.673094612873 23.4642511940266 11 1 8.65170040734675
330 330 172.252871078202 27.5058542856629 31 0 7.41177413006351
331 331 150.442627378711 23.4437895851476 9 1 5.17088300890007
332 332 159.852790128783 29.5992919421059 4 1 4.55185241708014
333 333 177.494648604367 28.319525850425 29 0 7.6789571543517
334 334 163.779075637961 26.2479124740146 15 0 5.34453257850462
335 335 161.720960191085 30.4961374555562 10 0 7.33613217006053
336 336 180.777528554319 27.5749691397726 34 0 4.54391956659302
337 337 173.763633208386 26.928498749377 12 0 11.104025787524
338 338 166.525962724268 27.9699480899731 16 0 5.51418511426431
339 339 174.058877743156 28.9138070388973 11 0 9.083611900993
340 340 178.241575686506 27.7575040777502 28 0 11.5284000122506
341 341 144.418619178999 28.5604618053644 42 0 6.38011422895909
342 342 160.432281802999 21.8690201674548 20 0 8.79551983883073
343 343 160.527836379662 30.4707441382068 11 1 5.92533825974315
344 344 176.448639486342 28.2304357881031 30 0 7.53980291678585
345 345 161.239843813423 28.1862809767238 8 1 8.03101230132336
346 346 159.899204141616 26.7210288143958 31 1 8.01612308902377
347 347 156.812047319408 30.3350611341805 27 0 3.51321288823816
348 348 180.484464107263 28.2378810579321 27 1 7.8780334867074
349 349 167.307186705314 30.1293320498481 37 1 10.2854446980275
350 350 166.766120902639 24.8265716159019 21 0 6.55987194689271
351 351 147.517390082417 26.1599951944578 46 0 8.00844800352566
352 352 153.470981270313 23.39499179422 10 0 7.29470958940885
353 353 162.508845865806 26.1242569384493 35 1 4.6985432286149
354 354 150.429375698672 27.6019242810133 15 1 1.61867024773582
355 355 169.689601065642 26.0203297866947 31 0 5.77807755386981
356 356 154.98759224804 28.3122618972043 22 0 5.2331827696346
357 357 168.347095464028 27.3695599738597 39 1 6.15457281630137
358 358 166.018190941615 25.5856322231757 40 0 9.20028436404952
359 359 164.420739510615 26.3219599478065 26 0 7.19069211696595
360 360 156.106907420948 26.1583851392602 16 1 6.2040790525865
361 361 158.456336485492 26.4957849305346 38 0 7.25087969055363
362 362 170.175252380401 29.74403913999 31 1 3.15382687183804
363 363 170.856204405057 28.9997035393205 28 1 8.49335049241955
364 364 178.963379842728 29.7275894096541 36 0 7.19755674469322
365 365 178.413089410428 29.0774086390741 31 1 5.87402672779813
366 366 168.256743095737 26.2690161129846 14 0 4.1405144522237
367 367 158.748193198143 28.5944630915678 28 0 4.9606565624123
368 368 169.582091677949 26.8925675217368 33 1 5.08521381348423
369 369 186.559929242813 28.8537952094618 15 0 6.24634064047693
370 370 170.240637957199 26.3359448298311 30 0 7.37982145086009
371 371 175.865781267027 27.2852120802782 26 1 6.39652502091738
372 372 160.13469824028 29.6871790300155 24 0 6.86079425853138
373 373 160.803793835593 24.7262242616193 33 1 5.64424220066684
374 374 192.157390082289 28.6302174094043 13 1 4.90434183735091
375 375 171.423977076457 29.2655306711976 13 1 7.77920932356791
376 376 169.078195178564 23.2522750647949 28 0 4.14707263328826
377 377 151.132661862847 26.3757148735744 8 0 9.08287619925223
378 378 164.897110825172 28.0402414279491 29 1 5.1136223682274
379 379 177.315629661239 26.0423043912971 29 1 10.1297453149484
380 380 171.536741735089 23.2216022547555 39 0 7.36852792155873
381 381 160.724972712654 26.674174706917 39 0 8.5976729874395
382 382 157.912462675292 29.6673909854635 14 1 6.4508917407848
383 383 171.495166762008 24.5713861956074 11 1 3.539349066309
384 384 177.277533500828 21.912129914623 34 1 5.09232146991195
385 385 149.388297153423 26.8175318063737 15 1 4.92765248360309
386 386 163.747384661927 24.1143290723143 36 1 10.5886634249865
387 387 172.516496053199 29.5012797008911 29 1 3.34122527927285
388 388 170.819219615479 26.6107569436724 6 0 6.56092423011271
389 389 166.121981388246 30.524548348014 44 1 8.79602955513746
390 390 166.379282050154 26.2052289024185 18 1 7.98098721481499
391 391 162.426324065485 28.2022980061242 35 0 6.36197167630597
392 392 184.732469042478 30.5981782305842 15 1 8.82945163112449
393 393 154.261984728967 28.7183600975939 28 0 6.11075367605888
394 394 161.671609122956 27.9962255373022 37 0 5.21703459917731
395 395 166.898808791592 28.9659222360889 23 1 8.16304113730985
396 396 161.498776914458 27.6887438185922 27 1 8.50474141821891
397 397 160.193132695159 26.0461284614441 36 0 5.24575302221725
398 398 133.186173093687 28.1958870808715 20 1 8.83032913978739
399 399 161.540274433718 31.5587002448386 31 0 7.77046271408561
400 400 159.736963201474 22.2931949709322 43 1 5.342296826893
401 401 153.856015357888 29.6312163344462 38 1 10.0452228273355
402 402 181.645463526943 30.5998070312899 21 1 8.57052673468347
403 403 159.037946113087 27.2145894267712 35 0 6.97934507314444
404 404 164.574405049703 25.3812387428238 20 1 6.14089834027018
405 405 152.592336177056 23.3648101414933 31 1 4.56537534343134
406 406 167.674991943941 27.0859761409202 23 1 6.25439814023669
407 407 161.927595124231 31.0702626204063 37 1 5.75539866393026
408 408 158.149024447843 29.9129860098509 23 0 10.2900895889208
409 409 163.686381393434 28.2815616816206 24 0 3.79011043225762
410 410 178.386415511006 25.6623415863675 16 1 7.65940206869425
411 411 177.487466060417 26.4265883586924 11 1 1.90350839309603
412 412 150.886838488107 24.2293298756938 30 1 8.23204083538775
413 413 160.852749202679 30.8838105491002 21 1 4.09091658464167
414 414 153.397170843358 25.0309371762693 21 0 7.01141314921492
415 415 145.193166213518 23.7138081964103 24 1 8.70746989041266
416 416 157.671253997239 26.1990798176184 37 0 7.37400731815516
417 417 185.898065357176 27.3123353424549 27 1 5.74141651139058
418 418 162.419495653204 30.7441056213912 43 0 6.49441307713228
419 419 164.027307833198 29.7677030934615 21 0 7.14753933658366
420 420 169.625934434642 27.4018668886862 29 1 9.15304295673593
421 421 159.626596744855 26.6120840718007 28 1 5.45203888778785
422 422 169.438675646358 27.7765482205992 37 1 3.63448731059732
423 423 177.943013030486 25.4702325233633 20 0 8.62422568234913
424 424 175.653232826226 26.17766126948 25 1 4.96562764453794
425 425 169.32969831616 30.3792618707504 32 1 5.98044453210398
426 426 177.802945474238 28.7648239495442 40 0 8.5654400767174
427 427 169.509451980884 28.754889525822 25 0 4.77440382266733
428 428 166.581970701321 27.9398097025843 30 0 6.76417528769356
429 429 155.282285739454 25.1866649619522 38 1 6.96359509977549
430 430 164.941276730619 26.5458123405073 32 0 4.30541132496338
431 431 170.768921325974 27.881693462753 43 1 6.36520480786507
432 432 166.874988157453 22.2061994372183 29 1 5.52562085876729
433 433 160.607131383362 27.0058412303186 5 1 8.70401003552615
434 434 168.853936742011 29.1017107744388 33 1 6.8401559733192
435 435 163.376550348445 26.9259467605963 27 1 8.30794790501247
436 436 169.019772018661 22.529617134188 34 0 8.40932691214837
437 437 156.578313890215 26.3512149491363 13 1 3.81151744568666
438 438 157.763858984218 29.8840443914037 33 0 6.51621198470971
439 439 175.689741566861 26.3036435056409 22 0 7.55757852153836
440 440 177.514648319506 26.8789109936291 37 1 7.89582435701739
441 441 153.968230420451 28.1039783609513 25 0 5.94917432852157
442 442 145.554871358918 28.3347104937079 31 0 4.7781923284647
443 443 175.485666912565 27.1670780181623 14 1 10.2405325876281
444 444 169.163668636138 28.73134860811 11 1 4.23370610994651
445 445 177.756596294523 25.2751100482794 51 1 8.26980150221038
446 446 163.386185113135 27.2729380946249 2 1 9.30282008010373
447 447 148.889653717879 26.409297879057 12 0 6.23094807881471
448 448 171.206988758864 25.3227116633867 40 1 9.98514993586236
449 449 162.529308007618 28.5340705890939 7 0 6.48502127038443
450 450 155.61225166285 28.3765390022999 28 1 5.37107688107917
451 451 141.128450344305 22.6972120929759 34 1 3.73281304303921
452 452 157.125076892172 28.0511956984083 40 0 4.92954700779953
